"id","place","HadExam","Age","Sex","Jobstt","height","weight","BMI","HealthIns","Wsttime","Wstmon","Lessbelqual","NotImp","Tangibles","Empathy","SuitFreq","SuffInfo","AttractInfo","ImpressInfo","PopularInfo"
"m01636","ninhbinh",1,38,"female","other",158,47,18.82711104,"yes","no","no","no","no",2,3,"6m",3,3,3,2
"m01637","vinhphuc",1,55,"female","other",162,48,18.28989483,"no","yes","no","no","no",4,3,"12m",3,3,3,2
"m01638","hanam",1,60,"female","other",150,43,19.11111111,"yes","yes","yes","no","no",3,3,"6m",3,3,4,2
"m01639","namdinh",0,62,"female","other",155,44,18.31425598,"yes","yes","yes","no","yes",4,3,"12m",3,3,3,2
"m01640","namdinh",0,34,"female","other",155,43,17.89802289,"no","yes","yes","no","yes",4,3,"12m",3,3,3,3
"m01641","phutho",1,23,"male","student",169,66,23.10843458,"yes","no","no","no","no",4,3,"6m",4,4,3,3
"m01642","hanoi",1,18,"female","student",150,43,19.11111111,"yes","yes","yes","no","no",3,3,"6m",3,3,3,3
"m01643","hanoi",1,18,"female","student",163,58,21.8299522,"yes","yes","yes","no","no",3,2,"6m",3,3,3,3
"m01644","hanoi",1,18,"female","student",150,50,22.22222222,"yes","yes","yes","yes","no",3,3,"6m",3,3,2,3
"m01645","hanam",1,33,"female","housewife",151,56,24.5603263,"yes","yes","yes","no","no",3,2,"6m",3,2,3,3
"m01646","sonla",1,18,"male","student",160,50,19.53125,"yes","yes","yes","no","no",2,2,"6m",1,3,2,1
"m01647","hungyen",1,18,"male","student",160,66,25.78125,"no","yes","yes","no","no",2,3,"6m",4,5,3,4
"m01648","hanoi",0,18,"female","student",152,55,23.80540166,"yes","yes","yes","no","no",2,2,"6m",3,3,3,3
"m01649","hanoi",1,30,"female","stable",158,58,23.23345618,"yes","no","no","no","yes",2,1,"12m",2,2,2,1
"m01650","hanoi",0,67,"female","retirer",156,50,20.54569362,"yes","yes","no","no","yes",4,4,"12m",2,2,3,2
"m01651","bacgiang",0,42,"male","unstable",167,46,16.49395819,"yes","no","yes","no","no",4,3,"12m",3,3,4,3
"m01652","namdinh",1,57,"female","unstable",154,49,20.66115702,"yes","yes","no","no","no",4,3,"6m",3,2,2,3
"m01653","hoabinh",1,40,"female","unstable",162,38,14.47950008,"yes","yes","yes","no","no",4,3,"6m",3,3,4,3
"m01654","bacgiang",1,51,"female","unstable",160,40,15.625,"yes","yes","no","no","no",3,3,"6m",3,3,2,3
"m01655","hanoi",0,34,"female","unstable",158,50,20.02884153,"yes","no","yes","no","no",4,2,"6m",4,3,3,3
"m01656","bacninh",1,34,"female","unstable",150,35,15.55555556,"yes","yes","no","no","yes",4,2,"6m",3,3,2,3
"m01657","namdinh",0,68,"female","other",150,50,22.22222222,"yes","no","no","no","yes",3,3,"6m",3,3,3,3
"m01658","thanhhoa",0,61,"male","unstable",160,70,27.34375,"yes","yes","no","no","yes",3,3,"6m",3,3,4,3
"m01659","bacgiang",0,56,"female","other",148,50,22.82688093,"yes","yes","yes","no","no",4,3,"6m",3,3,2,3
"m01660","sonla",0,32,"male","unstable",175,70,22.85714286,"yes","yes","yes","no","no",3,2,"6m",3,4,3,3
"m01661","hanoi",1,66,"male","other",155,60,24.97398543,"yes","yes","no","no","yes",4,2,"6m",3,4,4,3
"m01662","bacgiang",1,38,"male","unstable",160,48,18.75,"yes","no","yes","no","yes",4,3,"6m",4,4,3,4
"m01663","hanam",1,35,"male","unstable",156,49,20.13477975,"yes","yes","yes","no","no",4,3,"12m",3,4,3,2
"m01664","hanoi",1,43,"female","unstable",150,38,16.88888889,"yes","yes","yes","no","no",4,4,"6m",3,3,4,3
"m01665","hatinh",1,27,"female","unstable",140,32,16.32653061,"yes","yes","no","no","yes",4,2,"6m",3,4,3,2
"m01666","phutho",1,44,"male","unstable",150,40,17.77777778,"yes","no","yes","no","no",4,3,"6m",3,4,2,2
"m01667","namdinh",1,41,"male","unstable",170,53,18.33910035,"yes","yes","no","no","no",4,2,"6m",3,4,3,3
"m01668","hanoi",1,50,"male","unstable",165,75,27.54820937,"yes","no","no","no","yes",3,2,"6m",3,4,3,2
"m01669","hanoi",1,68,"male","unstable",169,49,17.15626204,"yes","no","yes","no","no",3,1,"6m",5,5,3,3
"m01670","hanoi",1,62,"female","retirer",153,45,19.22337562,"yes","yes","yes","no","yes",2,3,"12m",2,2,2,2
"m01671","hanoi",1,48,"male","stable",168,68,24.09297052,"yes","no","no","no","yes",2,5,"6m",2,3,2,4
"m01672","hanam",0,30,"male","unstable",168,54,19.13265306,"yes","no","no","no","no",1,5,"g18m",3,2,2,1
"m01673","hanoi",1,38,"female","housewife",156,56,23.01117686,"yes","yes","yes","no","no",1,1,"6m",1,1,1,1
"m01674","hungyen",1,36,"male","unstable",162,55,20.95717116,"yes","no","yes","no","no",1,1,"6m",1,1,1,1
"m01675","hanoi",0,68,"female","housewife",153,45,19.22337562,"yes","yes","no","no","no",5,3,"6m",3,2,2,2
"m01676","hanoi",1,27,"female","unstable",157,59,23.93606231,"yes","no","no","no","yes",1,1,"6m",1,1,5,5
"m01677","hanoi",1,26,"male","stable",169,45,15.75575085,"yes","yes","no","no","no",2,2,"6m",3,3,2,2
"m01678","hanoi",1,34,"male","stable",170,50,17.30103806,"yes","no","no","yes","no",5,5,"12m",1,1,1,2
"m01679","vinhphuc",1,29,"female","housewife",150,50,22.22222222,"yes","no","no","no","yes",3,5,"6m",3,1,1,3
"m01680","hanoi",1,44,"female","other",153,53,22.64086462,"yes","no","no","no","no",5,3,"12m",5,3,4,5
"m01681","hanam",1,73,"male","retirer",165,58,21.30394858,"yes","yes","no","no","no",2,3,"6m",2,4,3,2
"m01682","hanoi",0,38,"female","housewife",150,51,22.66666667,"yes","yes","no","no","no",3,4,"6m",2,1,3,2
"m01683","hanoi",0,21,"female","unstable",160,58,22.65625,"no","yes","no","no","no",3,2,"6m",3,2,3,2
"m01684","hanoi",1,23,"male","unstable",167,60,21.51385851,"yes","yes","no","no","no",2,5,"6m",2,3,2,4
"m01685","hanoi",0,46,"female","unstable",165,66,24.24242424,"yes","yes","no","no","no",3,4,"12m",2,4,2,3
"m01686","hanoi",0,36,"female","unstable",150,50,22.22222222,"yes","no","no","no","no",3,5,"6m",2,2,3,2
"m01687","hanoi",0,35,"female","housewife",163,57,21.45357371,"yes","yes","no","no","no",3,4,"6m",2,3,4,3
"m01688","hanoi",0,41,"female","housewife",157,56,22.7189744,"no","yes","no","no","no",3,2,"6m",4,2,3,4
"m01689","hanoi",1,43,"male","stable",165,67,24.6097337,"yes","no","no","no","no",2.5,3,"6m",4,3,4,4
"m01690","hanoi",0,28,"female","student",163,49,18.44254582,"no","yes","no","yes","yes",4,4,"6m",4,3,4,4
"m01691","hanoi",0,25,"male","unstable",172,54,18.25310979,"yes","yes","yes","no","no",5,5,"6m",4,3,4,4
"m01692","hanoi",0,35,"female","unstable",150,42,18.66666667,"yes","yes","yes","yes","yes",3,3,"g18m",2,2,2,2
"m01693","hanoi",1,23,"male","unstable",165,48,17.63085399,"yes","no","no","no","no",4,2,"g18m",3,3,3,3
"m01694","hanoi",0,34,"female","unstable",150,50,22.22222222,"yes","no","no","no","no",5,5,"g18m",2,2,2,2
"m01695","hanoi",1,32,"male","stable",172,68,22.98539751,"yes","yes","no","no","no",3,1,"6m",2,3,2,3
"m01696","hanoi",1,33,"male","stable",160,62,24.21875,"yes","yes","no","no","no",3,4,"6m",3,2,1,4
"m01697","hanam",1,24,"female","stable",160,51,19.921875,"yes","no","no","no","no",2,3,"6m",2,2,2,2
"m01698","hanoi",0,17,"female","unstable",154,39,16.44459437,"yes","no","no","no","no",1,5,"g18m",3,2,2,1
"m01699","hanoi",0,48,"female","unstable",162,51,19.43301326,"yes","no","no","no","no",5,3,"12m",3,2,2,2
"m01700","hanoi",0,39,"female","stable",161,60,23.14725512,"yes","no","no","no","no",4,4,"g18m",3,3,3,3
"m01701","hanoi",0,31,"male","unstable",172,70,23.66143862,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m01702","hanoi",0,26,"female","unstable",156,50,20.54569362,"yes","no","no","no","no",5,5,"6m",4,3,2,2
"m01703","hanoi",0,21,"female","student",157,45,18.25631871,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m01704","hanoi",0,74,"female","unstable",162,48,18.28989483,"yes","no","no","no","no",4,4,"18m",2,1,2,1
"m01705","hanoi",0,56,"male","unstable",178,63,19.88385305,"no","yes","yes","no","yes",3,2,"g18m",1,1,1,1
"m01706","hanoi",0,60,"female","unstable",158,44,17.62538055,"no","yes","yes","no","no",4,4,"g18m",1,1,1,1
"m01707","hanoi",1,31,"female","stable",160,61,23.828125,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01708","hanoi",0,70,"male","unstable",161,46,17.74622893,"yes","no","no","no","no",4,4,"g18m",2,2,2,2
"m01709","hanoi",1,32,"female","stable",150,42,18.66666667,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01710","hanoi",1,39,"female","unstable",165,50,18.36547291,"yes","yes","yes","no","no",5,5,"g18m",2,2,2,2
"m01711","hanam",0,56,"female","unstable",160,60,23.4375,"yes","no","no","no","no",5,4,"6m",5,5,3,3
"m01712","hanoi",1,35,"male","unstable",162,54,20.57613169,"yes","yes","yes","yes","yes",5,5,"6m",5,4,4,4
"m01713","hanoi",1,56,"male","unstable",157,55,22.31327843,"yes","no","no","no","no",5,5,"6m",5,4,4,4
"m01714","hanoi",1,68,"female","unstable",153,40,17.087445,"yes","no","no","no","no",5,5,"12m",5,2,3,5
"m01715","hanoi",1,20,"male","unstable",170,61,21.10726644,"no","no","no","no","no",3,3,"18m",2,2,2,2
"m01716","hanoi",1,42,"male","stable",173,78,26.06167931,"yes","no","no","no","no",5,4,"6m",5,4,3,2
"m01717","hanoi",1,51,"male","unstable",167,65,23.30668005,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01718","hanoi",1,39,"female","unstable",150,40,17.77777778,"yes","no","no","no","no",5,5,"6m",5,1,1,1
"m01719","hanoi",0,42,"female","unstable",160,60,23.4375,"yes","no","no","no","no",5,5,"6m",5,2,2,2
"m01720","hanoi",0,45,"male","unstable",160,58,22.65625,"yes","no","no","no","no",5,5,"6m",5,3,2,2
"m01721","hanam ",0,62,"male","unstable",167,63,22.58955144,"yes","no","no","no","no",5,5,"6m",5,3,3,3
"m01722","hanoi",0,67,"male","unstable",163,51,19.1953028,"yes","no","no","no","no",5,5,"6m",5,5,4,4
"m01723","hanoi",0,68,"male","unstable",142,75,37.19500099,"yes","no","no","no","no",5,5,"18m",4,4,4,3
"m01724","hanoi",0,30,"male","unstable",163,60,22.58270917,"no","yes","no","no","no",5,5,"6m",5,5,5,5
"m01725","hanoi",0,29,"male","stable",169,58,20.30741221,"yes","no","no","no","yes",5,4,"6m",5,5,5,5
"m01726","hanoi",0,23,"female","stable",163,47,17.68978885,"no","yes","yes","no","yes",5,5,"12m",3,3,3,3
"m01727","hanoi",0,24,"female","stable",160,48,18.75,"no","yes","yes","no","no",5,5,"6m",3,3,3,3
"m01728","hanoi",0,48,"female","unstable",158,60,24.03460984,"yes","no","no","no","no",5,5,"6m",4,4,4,3
"m01729","hanoi",0,21,"female","student",162,46,17.52781588,"yes","no","no","no","yes",5,5,"6m",5,5,5,5
"m01730","hanoi",1,31,"female","stable",162,45,17.14677641,"yes","no","no","no","yes",5,5,"6m",5,5,5,5
"m01731","hanoi",0,29,"female","unstable",162,50,19.05197378,"no","yes","yes","no","no",4,5,"g18m",2,2,2,2
"m01732","hanoi",0,31,"female","unstable",160,50,19.53125,"no","yes","no","no","no",4,2,"6m",2,3,4,4
"m01733","hanoi",0,43,"female","unstable",150,53,23.55555556,"yes","yes","yes","no","no",5,4,"12m",3,3,3,3
"m01734","hanoi",0,23,"male","unstable",165,50,18.36547291,"no","no","no","no","no",5,5,"g18m",4,4,4,4
"m01735","hanoi",0,24,"female","unstable",157,42,17.0392308,"no","no","no","no","no",5,5,"6m",3,3,3,3
"m01736","hanoi",0,30,"male","unstable",170,65,22.49134948,"yes","yes","yes","yes","yes",5,3,"g18m",2,2,2,3
"m01737","hanoi",0,26,"female","student",155,46,19.14672216,"no","no","no","no","no",5,3,"g18m",2,1,3,1
"m01738","hanoi",1,70,"female","unstable",162,47,17.90885536,"yes","no","no","no","no",4,2,"g18m",3,3,3,3
"m01739","hanoi",0,28,"male","unstable",157,43,17.44492677,"yes","no","no","no","no",5,5,"g18m",4,4,4,4
"m01740","bacgiang",0,43,"male","unstable",165,67,24.6097337,"no","yes","yes","no","yes",4,3,"g18m",2,2,2,2
"m01741","hanoi",0,22,"female","stable",150,46,20.44444444,"yes","yes","no","no","no",3,4,"6m",2,2,2,2
"m01742","hungyen",1,23,"female","other",166,48,17.41907389,"yes","yes","no","no","no",5,5,"6m",4,4,4,4
"m01743","hanoi",0,71,"male","unstable",165,54,19.83471074,"yes","no","no","no","no",5,5,"6m",5,4,4,4
"m01744","hanoi",0,39,"male","unstable",160,47,18.359375,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m01745","hanoi",1,24,"female","stable",152,47,20.34279778,"yes","no","no","no","no",2,3,"6m",2,2,2,2
"m01746","hanoi",1,18,"female","student",159,54,21.35991456,"yes","yes","no","no","no",2,3,"6m",2,2,2,2
"m01747","hanoi",0,58,"male","unstable",175,64,20.89795918,"yes","no","no","no","no",5,5,"6m",5,4,4,4
"m01748","hanoi",0,38,"female","unstable",150,38,16.88888889,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01749","hanoi",0,56,"male","unstable",161,65,25.07619305,"yes","yes","no","no","yes",5,5,"g18m",4,4,4,4
"m01750","hanoi",0,28,"female","unstable",164,49,18.21832243,"no","no","no","no","no",5,3,"12m",4,2,3,2
"m01751","hanoi",0,27,"male","unstable",166,63,22.86253448,"no","no","no","no","no",5,2,"6m",3,2,2,3
"m01752","hanoi",1,32,"male","stable",160,58,22.65625,"yes","yes","no","no","no",2,1,"6m",2,2,3,2
"m01753","hanoi",0,28,"female","student",150,40,17.77777778,"yes","yes","yes","no","no",4,4,"12m",3,2,1,1
"m01754","hanoi",0,54,"male","other",150,50,22.22222222,"yes","no","yes","no","no",4,2,"g18m",1,1,2,2
"m01755","hanoi",0,51,"female","unstable",167,45,16.13539388,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m01756","hanoi",0,21,"male","unstable",182,97,29.28390291,"no","no","no","no","no",4,4,"g18m",1,1,1,1
"m01757","hanoi",0,26,"female","stable",153,57,24.34960912,"no","no","no","no","yes",5,3,"6m",5,5,5,5
"m01758","hanoi",0,23,"male","student",175,62,20.24489796,"yes","no","no","no","yes",5,3,"6m",5,5,5,5
"m01759","hanoi",1,29,"male","unstable",170,55,19.03114187,"yes","no","no","no","no",5,5,"6m",3,2.5,3,3
"m01760","hanoi",0,21,"female","other",155,43,17.89802289,"yes","no","no","no","no",5,2,"6m",5,2,3,4
"m01761","hanoi",1,31,"female","student",155,50,20.81165453,"no","no","no","no","no",5,5,"6m",3,4,5,3
"m01762","hanoi",1,36,"female","stable",156,49,20.13477975,"yes","no","no","no","no",4,1,"6m",5,2,3,1
"m01763","hanoi",1,40,"female","stable",160,49,19.140625,"yes","yes","no","no","yes",3,3,"18m",3,3,3,3
"m01764","hanoi",1,32,"female","stable",160,53,20.703125,"yes","yes","no","no","no",3.5,3.5,"6m",3,2.5,3,3
"m01765","hanoi",1,19,"male","student",174,69,22.79032897,"yes","no","no","no","yes",3,3,"12m",1,1,1,1
"m01766","hanoi",1,27,"female","stable",150,41,18.22222222,"yes","yes","yes","yes","yes",5,5,"12m",4,4,3,3
"m01767","hanoi",1,32,"female","stable",155,48,19.97918835,"yes","yes","yes","yes","yes",5,5,"12m",5,5,2,2
"m01768","hanoi",1,29,"female","stable",155,43,17.89802289,"yes","yes","yes","no","yes",4,3,"12m",2,2,2,3
"m01769","hanoi",1,27,"female","stable",156,55,22.60026298,"yes","yes","yes","yes","yes",3,2,"6m",3,3,4,4
"m01770","hanoi",1,34,"female","stable",160,56,21.875,"yes","yes","yes","yes","yes",4,3,"6m",3,3,4,4
"m01771","hanoi",0,29,"female","stable",162,52,19.81405274,"yes","yes","yes","yes","yes",3,3,"6m",3,3,3,3
"m01772","hanoi",1,33,"female","stable",157,55,22.31327843,"yes","yes","yes","yes","yes",3,3,"6m",2,1,4,4
"m01773","hanoi",0,25,"female","stable",150,54,24,"yes","yes","no","no","yes",1,3,"12m",1,1,1,1
"m01774","thanhhoa",0,20,"female","student",160,50,19.53125,"yes","no","no","yes","yes",3,3,"6m",3,1,2,3
"m01775","hanoi",1,29,"male","unstable",173,72,24.05693475,"yes","yes","no","no","yes",4,5,"6m",1,1,1,2
"m01776","hanoi",0,23,"female","stable",150,43,19.11111111,"yes","yes","yes","no","yes",3,4,"6m",4,3,4,3
"m01777","hanoi",1,28,"male","stable",172,56,18.92915089,"yes","yes","yes","yes","yes",3,2,"12m",2,2,2,2
"m01778","haiduong",0,23,"female","unstable",158,50,20.02884153,"no","yes","yes","yes","yes",5,5,"g18m",2,2,2,2
"m01779","thanhhoa",1,26,"female","stable",167,58,20.79672989,"yes","yes","yes","yes","yes",3,3,"6m",3,2,2,2
"m01780","hanoi",1,31,"female","stable",157,50,20.28479857,"yes","yes","yes","no","yes",3,2,"6m",3,3,3,3
"m01781","hanoi",1,29,"female","stable",160,58,22.65625,"yes","no","no","yes","no",3,2,"6m",3,2,1,1
"m01782","hanoi",0,32,"female","stable",156,48,19.72386588,"yes","yes","no","yes","yes",2,5,"6m",3,3,4,2
"m01783","hanoi",0,30,"female","stable",150,50,22.22222222,"no","yes","yes","yes","yes",3,2,"12m",3,2,4,4
"m01784","hanoi",0,52,"female","stable",150,48,21.33333333,"yes","no","yes","yes","no",3,2,"6m",2,2,1,2
"m01785","hanoi",1,19,"male","stable",172,58,19.605192,"yes","no","no","no","no",3,2,"6m",2,2,1,2
"m01786","hanoi",0,20,"male","unstable",180,60,18.51851852,"no","yes","yes","yes","yes",3,4,"12m",3,1,2,5
"m01787","hanoi",0,25,"female","stable",165,48,17.63085399,"yes","yes","no","yes","yes",2,2,"6m",3,2,3,3
"m01788","hanoi",0,23,"male","student",165,70,25.71166208,"yes","no","yes","yes","no",3,3,"6m",2,2,2,3
"m01789","hanoi",1,20,"female","student",153,48,20.504934,"yes","yes","yes","yes","yes",3,2,"12m",3,3,2,2
"m01790","hanoi",0,53,"male","retirer",170,67,23.183391,"yes","yes","yes","yes","yes",4,4,"12m",5,4,3,4
"m01791","hanoi",1,23,"female","student",165,55,20.2020202,"no","yes","yes","yes","yes",4,4,"6m",4,3,4,5
"m01792","vinhphuc",1,45,"female","stable",162,53,20.19509221,"yes","no","no","yes","no",2,2,"6m",3,2,2,2
"m01793","hanoi",1,30,"female","unstable",159,54,21.35991456,"no","yes","no","yes","no",3,2,"6m",2,2,1,1
"m01794","hanoi",0,35,"female","stable",158,56,22.43230252,"yes","no","no","yes","yes",3,2,"12m",2,2,2,2
"m01795","hanoi",1,46,"female","stable",156,58,23.8330046,"yes","yes","yes","no","no",3,2,"6m",2,2,2,1
"m01796","hanoi",1,41,"female","stable",158,52,20.82999519,"yes","yes","yes","yes","no",3,2,"12m",2,3,2,2
"m01797","hanoi",1,35,"male","stable",172,70,23.66143862,"yes","no","no","no","yes",3,3,"6m",2,2,2,2
"m01798","hanoi",1,27,"male","stable",172,80,27.04164413,"yes","no","yes","yes","yes",5,5,"6m",5,3,3,3
"m01799","hanoi",1,51,"female","stable",153,46,19.65056175,"yes","no","no","no","no",3,2,"6m",3,3,2,2
"m01800","hanoi",0,31,"female","stable",148,51,23.28341855,"yes","yes","yes","no","yes",4,4,"12m",1,1,1,1
"m01801","hanoi",1,46,"female","stable",163,62,23.33546614,"yes","no","no","no","yes",3,3,"12m",4,3,4,4
"m01802","hanoi",1,28,"female","stable",161,54,20.83252961,"yes","no","no","no","no",3,3,"6m",1,1,1,1
"m01803","hanoi",0,41,"female","stable",152,57,24.67105263,"yes","no","yes","no","yes",3,3,"12m",1,2,1,2
"m01804","hanoi",1,54,"male","stable",168,50,17.7154195,"yes","yes","yes","yes","yes",5,5,"12m",3,3,3,3
"m01805","hanoi",1,46,"male","stable",175,65,21.2244898,"yes","no","no","yes","no",3,4,"12m",2,3,4,4
"m01806","hanoi",1,26,"female","stable",155,44,18.31425598,"yes","yes","no","yes","yes",4,4,"12m",4,4,4,4
"m01807","hanoi",0,43,"female","stable",164,58,21.56454491,"yes","yes","no","yes","no",4,4,"6m",3,3,3,3
"m01808","hanoi",1,41,"male","stable",180,78,24.07407407,"yes","no","no","no","no",4,4,"12m",3,3,3,3
"m01809","hanoi",1,37,"female","stable",155,56,23.30905307,"yes","no","no","yes","yes",3,4,"12m",2,2,1,1
"m01810","hanoi",1,30,"male","stable",170,66,22.83737024,"yes","no","no","yes","yes",4,4,"6m",3,3,3,3
"m01811","hanoi",1,53,"female","stable",152,48,20.77562327,"yes","no","no","yes","no",3,3,"6m",2,2,2,2
"m01812","hanoi",1,46,"female","stable",161.5,57,21.85394282,"yes","yes","yes","yes","yes",3,3,"12m",3,3,3,3
"m01813","hanoi",1,56,"male","stable",169,69,24.15881797,"yes","yes","no","yes","no",3,3,"12m",3,2,3,2
"m01814","hanoi",1,28,"female","stable",164,51,18.96192742,"yes","yes","yes","yes","yes",3,4,"6m",3,2,3,1
"m01815","bacgiang",0,20,"female","student",158,45,18.02595738,"yes","yes","yes","no","yes",3,2,"6m",1,2,3,4
"m01816","hanoi",1,47,"female","stable",158,60,24.03460984,"yes","no","no","no","yes",4,3,"12m",2,3,2,2
"m01817","hanoi",1,27,"male","stable",168,55,19.48696145,"yes","no","no","no","yes",1,3,"6m",4,3,3,5
"m01818","hanoi",1,38,"female","stable",162,53,20.19509221,"yes","yes","yes","yes","yes",4,4,"6m",3,3,4,5
"m01819","hanoi",1,21,"female","student",168,54,19.13265306,"yes","yes","no","no","no",5,5,"6m",3,3,3,3
"m01820","hanoi",1,32,"female","stable",155,45,18.73048907,"yes","no","no","yes","yes",4,5,"6m",2,2,3,2
"m01821","nghean",0,19,"female","student",160,45,17.578125,"yes","yes","yes","no","no",4,4,"12m",4,4,4,4
"m01822","hanoi",1,20,"male","stable",166,65,23.58832922,"yes","no","no","no","no",3,3,"6m",2,2,3,3
"m01823","hanoi",0,41,"female","stable",165,55,20.2020202,"yes","yes","yes","yes","yes",5,5,"12m",5,5,5,5
"m01824","hanoi",0,28,"female","stable",150,44,19.55555556,"yes","yes","yes","no","no",2,5,"12m",2,3,2,4
"m01825","hanoi",1,44,"male","stable",170,67,23.183391,"yes","yes","no","no","no",3,4,"6m",4,3,3,3
"m01826","hanoi",1,33,"female","stable",155,54,22.47658689,"yes","yes","no","no","no",3,5,"12m",2,3,3,3
"m01827","hanoi",0,22,"male","unstable",169,56,19.60715661,"no","yes","no","yes","yes",2,1,"6m",4,4,5,3
"m01828","hanoi",0,33,"female","stable",160,53,20.703125,"yes","no","no","no","yes",4,4,"6m",4,3,4,4
"m01829","hanoi",1,33,"male","stable",162,55,20.95717116,"yes","no","no","no","yes",4,3,"12m",3,4,4,3
"m01830","hanoi",1,29,"male","stable",173,70,23.38868656,"yes","no","yes","yes","no",3,2,"12m",4,3,2,1
"m01831","hanoi",0,37,"female","stable",152,52,22.50692521,"yes","no","no","no","no",3,3,"12m",5,5,4,3
"m01832","hanoi",1,35,"female","stable",160,54,21.09375,"yes","yes","yes","no","yes",3,3,"6m",2,2,3,2
"m01833","hanoi",0,21,"female","student",158,47,18.82711104,"no","yes","yes","yes","yes",5,5,"g18m",5,5,5,5
"m01834","hanoi",1,39,"male","stable",164,64,23.7953599,"yes","no","no","yes","no",2,4,"12m",3,3,4,4
"m01835","hanoi",1,55,"male","stable",160,62,24.21875,"yes","no","no","no","yes",3,3,"12m",2,2,2,1
"m01836","hanoi",0,24,"male","student",170,60,20.76124567,"no","yes","yes","no","yes",1,1,"6m",2,1,2,3
"m01837","hanoi",1,22,"male","stable",168,54,19.13265306,"yes","yes","yes","yes","no",3,3,"6m",3,1,4,2
"m01838","hanoi",0,27,"male","student",170,60,20.76124567,"yes","yes","yes","yes","yes",5,2,"12m",3,2,3,2
"m01839","hanoi",1,37,"female","stable",153,53,22.64086462,"yes","no","yes","yes","yes",3,3,"6m",3,3,3,3
"m01840","hanoi",1,28,"male","stable",165,56,20.56932966,"yes","yes","yes","no","no",3,4,"6m",3,3,3,2
"m01841","hanoi",1,37,"male","stable",170,74,25.60553633,"yes","yes","no","no","no",2,4,"6m",2,2,3,3
"m01842","hanoi",1,29,"male","stable",178,78,24.61810377,"yes","no","no","no","yes",3,2,"12m",4,2,4,3
"m01843","hanoi",0,26,"male","stable",171,62,21.20310523,"yes","yes","no","no","no",5,5,"6m",5,5,5,5
"m01844","hanoi",0,25,"female","stable",158,58,23.23345618,"yes","no","no","no","yes",4,2,"6m",4,4,4,4
"m01845","haiduong",1,26,"male","stable",171,70,23.93898977,"yes","yes","yes","yes","no",1,3,"6m",3,3,3,3
"m01846","hanoi",0,39,"male","stable",163,65,24.4646016,"yes","yes","no","no","no",5,5,"6m",5,5,5,5
"m01847","ninhbinh",1,24,"female","stable",155,42,17.4817898,"yes","no","no","no","yes",3,4,"6m",2,2,3,3
"m01848","hanoi",1,44,"female","stable",171,65,22.22906193,"yes","no","no","no","yes",2,3,"12m",2,2,3,3
"m01849","hanoi",1,37,"female","stable",158,53,21.23057202,"yes","yes","yes","no","yes",2,1,"12m",2,1,2,2
"m01850","hanoi",1,47,"female","stable",167,70,25.0995016,"yes","yes","yes","yes","yes",5,3,"6m",5,4,4,5
"m01851","hanoi",1,26,"male","stable",173,63,21.0498179,"yes","yes","yes","yes","yes",4,3,"6m",3,4,3,4
"m01852","hanoi",0,28,"female","stable",156,52,21.36752137,"yes","no","no","no","no",5,3,"12m",5,4,4,4
"m01853","hanoi",0,34,"male","stable",163,70,26.34649403,"yes","yes","yes","yes","no",3,2,"6m",3,2,3,2
"m01854","hanoi",1,31,"male","stable",170,80,27.6816609,"yes","no","no","no","yes",4,4,"6m",3,4,4,4
"m01855","hanoi",1,25,"male","student",168,78,27.63605442,"yes","no","no","no","yes",4,4,"6m",3,4,4,4
"m01856","hanoi",1,44,"male","stable",168,64,22.67573696,"yes","no","no","no","yes",4,4,"6m",3,3,4,3
"m01857","hanoi",1,26,"male","stable",172,85,28.73174689,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m01858","hanoi",1,37,"male","stable",162,59,22.48132907,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m01859","thaibinh",1,26,"male","stable",175,75,24.48979592,"no","no","no","no","yes",3,5,"12m",3,3,3,3
"m01860","hanoi",0,26,"female","stable",164,43,15.98750744,"yes","no","no","no","yes",3,4,"12m",4,4,3,4
"m01861","hanoi",1,33,"female","stable",160,51,19.921875,"yes","yes","yes","yes","yes",3,2,"12m",3,2,3,3
"m01862","hanoi",1,26,"male","stable",173,70,23.38868656,"yes","yes","yes","yes","yes",3,3,"12m",3,3,3,3
"m01863","hanoi",1,28,"female","stable",156,48,19.72386588,"yes","yes","yes","no","yes",3,4,"6m",3,3,3,3
"m01864","hanoi",0,39,"female","stable",156,60,24.65483235,"yes","yes","no","no","yes",3,4,"6m",3,3,3,3
"m01865","hanoi",1,31,"female","stable",158,49,19.6282647,"yes","yes","no","no","yes",3,3,"12m",2,2,2,2
"m01866","hanoi",1,27,"male","stable",172,65,21.97133586,"yes","yes","yes","no","no",1,2,"6m",1,1,1,2
"m01867","hanoi",1,25,"female","stable",158,44,17.62538055,"yes","yes","no","no","no",3,1,"6m",1,2,2,2
